x,y,soilBaseQuality,sunlight,nutrients,pH,organicMatter,compaction,salinity
417.92,317.92,0.25444,0.367884,0.764469,0.464426,0.301826,0.497098,0.659418
428.8,317.92,0.515607,0.200138,0.222238,0.375349,0.760935,0.331644,0.289697
439.68,317.92,0.6965,0.431021,0.728464,0.59955,0.254962,0.422226,0.39979
450.56,317.92,0.201592,0.225272,0.735291,0.585773,0.855103,0.586885,0.251209
461.44,317.92,0.473962,0.759626,0.814466,0.528402,0.22751,0.678936,0.792827
472.32,317.92,0.329336,0.276034,0.552245,0.644944,0.276172,0.574483,0.820293
483.2,317.92,0.837107,0.706127,0.20999,0.633607,0.237148,0.738454,0.333157
494.08,317.92,0.29211,0.26068,0.532947,0.293703,0.285952,0.368238,0.679475
504.96,317.92,0.241054,0.755123,0.730684,0.515016,0.614749,0.645151,0.843418
515.84,317.92,0.642259,0.424086,0.736245,0.771595,0.50012,0.388491,0.516539
526.72,317.92,0.576292,0.762974,0.436832,0.5134,0.569101,0.446822,0.247007
537.6,317.92,0.606249,0.285276,0.380164,0.69836,0.345955,0.713111,0.792062
548.48,317.92,0.431907,0.881348,0.571537,0.472961,0.736471,0.402222,0.787978
559.36,317.92,0.45122,0.847372,0.731396,0.893479,0.371458,0.567641,0.765074
570.24,317.92,0.671579,0.756132,0.381613,0.347871,0.619106,0.618445,0.661271
581.12,317.92,0.288208,0.865267,0.708277,0.694457,0.250543,0.888441,0.492817
592,317.92,0.396498,0.701552,0.384879,0.628405,0.6829,0.756416,0.201366
602.88,317.92,0.519371,0.258638,0.789344,0.770591,0.20601,0.62074,0.76407
613.76,317.92,0.377468,0.288382,0.629144,0.849047,0.844514,0.810757,0.296918
624.64,317.92,0.563621,0.529202,0.758189,0.651829,0.494469,0.566467,0.446286
635.52,317.92,0.545012,0.554908,0.739103,0.74151,0.356459,0.223982,0.469915
646.4,317.92,0.839359,0.780398,0.471282,0.45873,0.839036,0.360626,0.329321
341.76,328.8,0.845046,0.781366,0.893391,0.322515,0.869748,0.622534,0.271562
352.64,328.8,0.814262,0.533291,0.36848,0.477882,0.862494,0.226669,0.229711
363.52,328.8,0.456963,0.593136,0.475997,0.801975,0.248043,0.3151,0.643485
374.4,328.8,0.404503,0.339081,0.2134,0.343862,0.21948,0.484682,0.602592
385.28,328.8,0.858516,0.645308,0.731913,0.803562,0.526674,0.725304,0.226077
396.16,328.8,0.496421,0.447838,0.297639,0.410683,0.78113,0.466119,0.688565
407.04,328.8,0.743623,0.492788,0.718276,0.300587,0.885924,0.294273,0.202562
417.92,328.8,0.233968,0.409373,0.646047,0.43847,0.548454,0.659448,0.582332
428.8,328.8,0.567934,0.24413,0.284924,0.52645,0.689437,0.816837,0.430013
439.68,328.8,0.316111,0.642141,0.45609,0.612532,0.889979,0.553729,0.823215
450.56,328.8,0.771109,0.819848,0.611781,0.614732,0.412636,0.430057,0.715319
461.44,328.8,0.398561,0.52433,0.71788,0.432528,0.733703,0.463928,0.670999
472.32,328.8,0.382157,0.223375,0.353331,0.750091,0.267505,0.438255,0.376541
483.2,328.8,0.756942,0.355092,0.606553,0.873053,0.797233,0.862643,0.585585
494.08,328.8,0.787212,0.516372,0.508801,0.658321,0.43622,0.220581,0.373053
504.96,328.8,0.648856,0.450639,0.888372,0.847417,0.774969,0.706252,0.379945
515.84,328.8,0.608671,0.27018,0.850944,0.790828,0.293555,0.304274,0.640919
526.72,328.8,0.36106,0.542529,0.81746,0.218002,0.697621,0.524013,0.891055
537.6,328.8,0.594855,0.486657,0.57664,0.482067,0.803028,0.885441,0.240388
548.48,328.8,0.339248,0.206022,0.413441,0.788104,0.456661,0.401813,0.735521
559.36,328.8,0.331629,0.208066,0.215466,0.740301,0.278245,0.86641,0.631129
570.24,328.8,0.3718,0.270684,0.372048,0.53286,0.613214,0.289508,0.550862
581.12,328.8,0.410835,0.613522,0.541916,0.80569,0.200178,0.218556,0.387757
592,328.8,0.803207,0.203997,0.428145,0.242455,0.210019,0.641586,0.830559
602.88,328.8,0.46668,0.843399,0.66608,0.598309,0.851465,0.681545,0.43861
613.76,328.8,0.22971,0.647955,0.869739,0.401511,0.718639,0.341787,0.734371
624.64,328.8,0.431853,0.431295,0.385232,0.642688,0.844817,0.727149,0.548378
635.52,328.8,0.844995,0.745705,0.736135,0.748202,0.749702,0.264279,0.790656
646.4,328.8,0.759721,0.705866,0.721215,0.326401,0.649265,0.487294,0.72471
330.88,339.68,0.60073,0.26884,0.263319,0.63044,0.716795,0.233058,0.831951
341.76,339.68,0.535435,0.374845,0.666321,0.767288,0.60614,0.851553,0.509976
352.64,339.68,0.550956,0.678702,0.858353,0.495951,0.524407,0.694488,0.344153
363.52,339.68,0.374109,0.758767,0.234809,0.233831,0.564633,0.756024,0.360232
374.4,339.68,0.313898,0.343319,0.884941,0.714628,0.412159,0.248261,0.445068
385.28,339.68,0.228954,0.281319,0.377018,0.564388,0.456164,0.84334,0.431676
396.16,339.68,0.862304,0.794893,0.741651,0.51326,0.573595,0.700005,0.809211
407.04,339.68,0.898003,0.494493,0.253364,0.372112,0.35326,0.288174,0.405943
417.92,339.68,0.717893,0.844198,0.566174,0.831791,0.287516,0.551116,0.646419
428.8,339.68,0.499675,0.599377,0.891486,0.528629,0.680696,0.368504,0.893017
439.68,339.68,0.23686,0.311844,0.424693,0.899163,0.206737,0.266344,0.512423
450.56,339.68,0.580333,0.766349,0.421635,0.578335,0.360842,0.474999,0.750447
461.44,339.68,0.514102,0.563173,0.25639,0.331996,0.507371,0.622565,0.263787
472.32,339.68,0.594887,0.273681,0.710205,0.894562,0.673057,0.701691,0.523191
483.2,339.68,0.453753,0.870196,0.516208,0.490613,0.28204,0.740901,0.489776
494.08,339.68,0.288777,0.807245,0.802199,0.669109,0.673595,0.323833,0.347445
504.96,339.68,0.834437,0.598832,0.897892,0.448539,0.262005,0.254282,0.580535
515.84,339.68,0.569376,0.676847,0.644322,0.264263,0.750528,0.454527,0.258825
526.72,339.68,0.523585,0.256218,0.582016,0.777338,0.226414,0.898224,0.367951
537.6,339.68,0.308453,0.739125,0.657727,0.39723,0.646371,0.559925,0.86634
548.48,339.68,0.419965,0.683759,0.313785,0.354402,0.382591,0.311677,0.602942
559.36,339.68,0.444597,0.365959,0.283477,0.813972,0.842806,0.727799,0.878235
570.24,339.68,0.693334,0.282326,0.23706,0.316919,0.338544,0.619076,0.894257
581.12,339.68,0.364957,0.6173,0.362208,0.473411,0.456425,0.819935,0.670641
592,339.68,0.202796,0.47986,0.636981,0.422761,0.263619,0.750765,0.577164
602.88,339.68,0.446211,0.862442,0.280106,0.690808,0.328401,0.363583,0.60478
613.76,339.68,0.271208,0.891381,0.583015,0.764542,0.273707,0.620076,0.881461
624.64,339.68,0.41225,0.339152,0.875719,0.577208,0.756452,0.337927,0.850618
635.52,339.68,0.312877,0.257862,0.621259,0.315673,0.537722,0.35824,0.538434
646.4,339.68,0.601342,0.209005,0.215597,0.847553,0.871447,0.295703,0.63836
657.28,339.68,0.299849,0.459285,0.34314,0.371057,0.450667,0.726156,0.235599
330.88,350.56,0.524374,0.446231,0.21706,0.736624,0.585383,0.892779,0.413831
341.76,350.56,0.441835,0.330706,0.36445,0.554712,0.388568,0.785709,0.670385
352.64,350.56,0.726291,0.243948,0.308819,0.427632,0.252954,0.324416,0.375185
363.52,350.56,0.224401,0.420119,0.813545,0.32425,0.679404,0.256685,0.495307
374.4,350.56,0.230071,0.782841,0.530905,0.554445,0.329072,0.547966,0.391069
385.28,350.56,0.714455,0.540745,0.6049,0.25629,0.671451,0.76935,0.611002
396.16,350.56,0.860019,0.655058,0.381387,0.68631,0.699007,0.490206,0.213942
407.04,350.56,0.75196,0.614622,0.389127,0.776361,0.834741,0.302672,0.200611
417.92,350.56,0.614145,0.359357,0.495918,0.644216,0.242198,0.826823,0.298661
428.8,350.56,0.37127,0.474789,0.48973,0.885725,0.815533,0.89463,0.242016
439.68,350.56,0.586984,0.76398,0.653018,0.547003,0.519038,0.834405,0.333313
450.56,350.56,0.318045,0.42461,0.347255,0.870005,0.839232,0.536382,0.746366
461.44,350.56,0.773973,0.639054,0.746978,0.488118,0.798411,0.342895,0.232334
472.32,350.56,0.840609,0.269718,0.330996,0.31188,0.544507,0.620725,0.297605
483.2,350.56,0.46004,0.615355,0.339621,0.847024,0.479335,0.792638,0.494027
494.08,350.56,0.798373,0.727043,0.62734,0.216417,0.251653,0.774595,0.886422
504.96,350.56,0.890885,0.410977,0.732789,0.764858,0.850031,0.579766,0.352976
515.84,350.56,0.748442,0.722662,0.385311,0.689052,0.79238,0.516306,0.800932
526.72,350.56,0.436887,0.237032,0.898537,0.696927,0.652387,0.338157,0.643952
537.6,350.56,0.231722,0.230796,0.237979,0.830094,0.757839,0.665319,0.846512
548.48,350.56,0.809492,0.539914,0.832934,0.800377,0.750891,0.665723,0.665236
559.36,350.56,0.700922,0.345489,0.818212,0.549365,0.868151,0.303523,0.338417
570.24,350.56,0.760531,0.61983,0.239348,0.297418,0.656861,0.237885,0.794345
581.12,350.56,0.409248,0.376042,0.538297,0.44097,0.406838,0.576276,0.371064
592,350.56,0.264676,0.341596,0.317576,0.874168,0.68151,0.250509,0.774546
602.88,350.56,0.532402,0.716232,0.539782,0.333324,0.861721,0.457994,0.682689
613.76,350.56,0.829872,0.561517,0.821105,0.690402,0.281347,0.860453,0.78782
624.64,350.56,0.738208,0.898338,0.682165,0.247456,0.37438,0.320462,0.488426
635.52,350.56,0.581218,0.696739,0.65949,0.645894,0.838334,0.777066,0.620062
646.4,350.56,0.619844,0.827575,0.494608,0.252246,0.643807,0.83439,0.38557
657.28,350.56,0.605528,0.392384,0.868259,0.535399,0.753901,0.789364,0.325802
330.88,361.44,0.835248,0.749817,0.213622,0.673457,0.748155,0.695787,0.720913
341.76,361.44,0.222535,0.81625,0.309339,0.603753,0.612988,0.768829,0.349647
352.64,361.44,0.551323,0.645894,0.769709,0.271167,0.573469,0.364318,0.323413
363.52,361.44,0.317276,0.298708,0.508983,0.722804,0.491092,0.477241,0.358204
374.4,361.44,0.344993,0.366605,0.484005,0.280242,0.216422,0.497627,0.753698
385.28,361.44,0.764577,0.293414,0.574611,0.787112,0.209664,0.68395,0.490865
396.16,361.44,0.622652,0.552779,0.640513,0.273975,0.298673,0.510222,0.345142
407.04,361.44,0.672143,0.67454,0.468554,0.789419,0.773247,0.777537,0.612223
417.92,361.44,0.364339,0.354779,0.770427,0.509333,0.521384,0.354432,0.589575
428.8,361.44,0.537806,0.652059,0.443273,0.402383,0.745474,0.817884,0.289495
439.68,361.44,0.755138,0.601834,0.580361,0.47779,0.254613,0.320873,0.551764
450.56,361.44,0.353286,0.631095,0.696906,0.825429,0.405635,0.26546,0.714848
461.44,361.44,0.278883,0.842997,0.427071,0.443222,0.297776,0.297497,0.752555
472.32,361.44,0.61916,0.45193,0.44213,0.256965,0.203989,0.685403,0.459348
483.2,361.44,0.749463,0.603287,0.548844,0.6046,0.305121,0.229205,0.88239
494.08,361.44,0.359734,0.350078,0.534154,0.513021,0.781173,0.33106,0.438449
504.96,361.44,0.286808,0.39652,0.253297,0.365691,0.339517,0.480367,0.608913
515.84,361.44,0.437293,0.577865,0.461468,0.856452,0.829794,0.703598,0.213418
526.72,361.44,0.833783,0.489001,0.472766,0.683246,0.892288,0.82161,0.387846
537.6,361.44,0.297409,0.850814,0.370236,0.457143,0.300892,0.70439,0.770164
548.48,361.44,0.882065,0.83545,0.308613,0.268874,0.331969,0.36191,0.434565
559.36,361.44,0.471486,0.642277,0.843478,0.708779,0.320142,0.404946,0.665232
570.24,361.44,0.249937,0.208544,0.678649,0.88372,0.497545,0.251415,0.666966
581.12,361.44,0.489833,0.873025,0.854812,0.587242,0.823839,0.325048,0.844385
592,361.44,0.224731,0.829438,0.714549,0.206797,0.764888,0.823162,0.27567
602.88,361.44,0.896857,0.285073,0.510235,0.468343,0.72735,0.453713,0.277122
613.76,361.44,0.847492,0.658659,0.742354,0.897429,0.667203,0.521003,0.881149
624.64,361.44,0.264748,0.572419,0.648115,0.554581,0.545444,0.602927,0.241822
635.52,361.44,0.469283,0.727975,0.886207,0.494014,0.657413,0.700757,0.500811
646.4,361.44,0.5223,0.623919,0.576481,0.519157,0.708992,0.886716,0.7875
657.28,361.44,0.536342,0.440429,0.864623,0.483834,0.899089,0.706977,0.481263
330.88,372.32,0.666292,0.32798,0.462412,0.73104,0.700399,0.210526,0.385621
341.76,372.32,0.345842,0.613453,0.427443,0.615125,0.441428,0.41365,0.209139
352.64,372.32,0.898841,0.214407,0.50995,0.521141,0.638326,0.886431,0.840298
363.52,372.32,0.447318,0.873147,0.727799,0.78366,0.413576,0.692421,0.367494
374.4,372.32,0.412665,0.499398,0.648757,0.878956,0.627378,0.211169,0.709996
385.28,372.32,0.427777,0.221695,0.895617,0.573619,0.635148,0.42306,0.288744
396.16,372.32,0.876576,0.63671,0.297883,0.875416,0.651117,0.607832,0.496557
